Name	NameEnglish	Subtype	MainCategory	Region	Description
తష్కెంత్	తష్కెంత్	CITY	LOCATION	Andhra Pradesh/Telangana	తష్కెంత్ is a city in Andhra Pradesh/Telangana
తాడేపల్లిగూడెం	తాడేపల్లిగూడెం	CITY	LOCATION	Andhra Pradesh/Telangana	తాడేపల్లిగూడెం is a city in Andhra Pradesh/Telangana
తాళ్లపల్లి	తాళ్లపల్లి	CITY	LOCATION	Andhra Pradesh/Telangana	తాళ్లపల్లి is a city in Andhra Pradesh/Telangana
తిరానా	తిరానా	CITY	LOCATION	Andhra Pradesh/Telangana	తిరానా is a city in Andhra Pradesh/Telangana
తిరుపతి	Tirupati	CITY	LOCATION	Andhra Pradesh/Telangana	తిరుపతి is a city in Andhra Pradesh/Telangana
తిరువూరు	తిరువూరు	CITY	LOCATION	Andhra Pradesh/Telangana	తిరువూరు is a city in Andhra Pradesh/Telangana
తెహ్రాన్	తెహ్రాన్	CITY	LOCATION	Andhra Pradesh/Telangana	తెహ్రాన్ is a city in Andhra Pradesh/Telangana
త్బిలిసి	త్బిలిసి	CITY	LOCATION	Andhra Pradesh/Telangana	త్బిలిసి is a city in Andhra Pradesh/Telangana
త్యూనిస్	త్యూనిస్	CITY	LOCATION	Andhra Pradesh/Telangana	త్యూనిస్ is a city in Andhra Pradesh/Telangana
త్రిపోలి	త్రిపోలి	CITY	LOCATION	Andhra Pradesh/Telangana	త్రిపోలి is a city in Andhra Pradesh/Telangana
థింపు	థింపు	CITY	LOCATION	Andhra Pradesh/Telangana	థింపు is a city in Andhra Pradesh/Telangana
దిలి	దిలి	CITY	LOCATION	Andhra Pradesh/Telangana	దిలి is a city in Andhra Pradesh/Telangana
దుషాంబె	దుషాంబె	CITY	LOCATION	Andhra Pradesh/Telangana	దుషాంబె is a city in Andhra Pradesh/Telangana
దేవరకొండ	దేవరకొండ	CITY	LOCATION	Andhra Pradesh/Telangana	దేవరకొండ is a city in Andhra Pradesh/Telangana
దోదోమా	దోదోమా	CITY	LOCATION	Andhra Pradesh/Telangana	దోదోమా is a city in Andhra Pradesh/Telangana
దోహా	దోహా	CITY	LOCATION	Andhra Pradesh/Telangana	దోహా is a city in Andhra Pradesh/Telangana
నంద్యాల	నంద్యాల	CITY	LOCATION	Andhra Pradesh/Telangana	నంద్యాల is a city in Andhra Pradesh/Telangana
నరసరావుపేట	నరసరావుపేట	CITY	LOCATION	Andhra Pradesh/Telangana	నరసరావుపేట is a city in Andhra Pradesh/Telangana
నరసాపురం	నరసాపురం	CITY	LOCATION	Andhra Pradesh/Telangana	నరసాపురం is a city in Andhra Pradesh/Telangana
నస్సావు	నస్సావు	CITY	LOCATION	Andhra Pradesh/Telangana	నస్సావు is a city in Andhra Pradesh/Telangana
నాదెండ్ల	నాదెండ్ల	CITY	LOCATION	Andhra Pradesh/Telangana	నాదెండ్ల is a city in Andhra Pradesh/Telangana
నారాయణపురం	నారాయణపురం	CITY	LOCATION	Andhra Pradesh/Telangana	నారాయణపురం is a city in Andhra Pradesh/Telangana
నికోసియా	నికోసియా	CITY	LOCATION	Andhra Pradesh/Telangana	నికోసియా is a city in Andhra Pradesh/Telangana
నిజామాబాద్	Nizamabad	CITY	LOCATION	Andhra Pradesh/Telangana	నిజామాబాద్ is a city in Andhra Pradesh/Telangana
నియామీ	నియామీ	CITY	LOCATION	Andhra Pradesh/Telangana	నియామీ is a city in Andhra Pradesh/Telangana
నుకు అలోఫా	నుకు అలోఫా	CITY	LOCATION	Andhra Pradesh/Telangana	నుకు అలోఫా is a city in Andhra Pradesh/Telangana
నూర్-సుల్తాన్	నూర్-సుల్తాన్	CITY	LOCATION	Andhra Pradesh/Telangana	నూర్-సుల్తాన్ is a city in Andhra Pradesh/Telangana
నెల్లూరు	Nellore	CITY	LOCATION	Andhra Pradesh/Telangana	నెల్లూరు is a city in Andhra Pradesh/Telangana
నేపియర్	నేపియర్	CITY	LOCATION	Andhra Pradesh/Telangana	నేపియర్ is a city in Andhra Pradesh/Telangana
నైరోబి	నైరోబి	CITY	LOCATION	Andhra Pradesh/Telangana	నైరోబి is a city in Andhra Pradesh/Telangana
నౌక్చోత్	నౌక్చోత్	CITY	LOCATION	Andhra Pradesh/Telangana	నౌక్చోత్ is a city in Andhra Pradesh/Telangana
న్గెరుల్ముద్	న్గెరుల్ముద్	CITY	LOCATION	Andhra Pradesh/Telangana	న్గెరుల్ముద్ is a city in Andhra Pradesh/Telangana
పనామా సిటీ	పనామా సిటీ	CITY	LOCATION	Andhra Pradesh/Telangana	పనామా సిటీ is a city in Andhra Pradesh/Telangana
పరమారిబో	పరమారిబో	CITY	LOCATION	Andhra Pradesh/Telangana	పరమారిబో is a city in Andhra Pradesh/Telangana
పర్వతిపురం	పర్వతిపురం	CITY	LOCATION	Andhra Pradesh/Telangana	పర్వతిపురం is a city in Andhra Pradesh/Telangana
పాడేరు	పాడేరు	CITY	LOCATION	Andhra Pradesh/Telangana	పాడేరు is a city in Andhra Pradesh/Telangana
పామురు	పామురు	CITY	LOCATION	Andhra Pradesh/Telangana	పామురు is a city in Andhra Pradesh/Telangana
పారిస్	పారిస్	CITY	LOCATION	Andhra Pradesh/Telangana	పారిస్ is a city in Andhra Pradesh/Telangana
పాలకొల్లు	పాలకొల్లు	CITY	LOCATION	Andhra Pradesh/Telangana	పాలకొల్లు is a city in Andhra Pradesh/Telangana
పాలికిర్	పాలికిర్	CITY	LOCATION	Andhra Pradesh/Telangana	పాలికిర్ is a city in Andhra Pradesh/Telangana
పిఠాపురం	పిఠాపురం	CITY	LOCATION	Andhra Pradesh/Telangana	పిఠాపురం is a city in Andhra Pradesh/Telangana
పిల్లిగుంట	పిల్లిగుంట	CITY	LOCATION	Andhra Pradesh/Telangana	పిల్లిగుంట is a city in Andhra Pradesh/Telangana
పులిపాడు	పులిపాడు	CITY	LOCATION	Andhra Pradesh/Telangana	పులిపాడు is a city in Andhra Pradesh/Telangana
పులివెందుల	పులివెందుల	CITY	LOCATION	Andhra Pradesh/Telangana	పులివెందుల is a city in Andhra Pradesh/Telangana
పెండ్లిమర్రి	పెండ్లిమర్రి	CITY	LOCATION	Andhra Pradesh/Telangana	పెండ్లిమర్రి is a city in Andhra Pradesh/Telangana
పెదపాడు	పెదపాడు	CITY	LOCATION	Andhra Pradesh/Telangana	పెదపాడు is a city in Andhra Pradesh/Telangana
పెదబయలు	పెదబయలు	CITY	LOCATION	Andhra Pradesh/Telangana	పెదబయలు is a city in Andhra Pradesh/Telangana
పెదవీరభద్రాపురం	పెదవీరభద్రాపురం	CITY	LOCATION	Andhra Pradesh/Telangana	పెదవీరభద్రాపురం is a city in Andhra Pradesh/Telangana
పెద్దపాడు	పెద్దపాడు	CITY	LOCATION	Andhra Pradesh/Telangana	పెద్దపాడు is a city in Andhra Pradesh/Telangana
పెద్దపురం	పెద్దపురం	CITY	LOCATION	Andhra Pradesh/Telangana	పెద్దపురం is a city in Andhra Pradesh/Telangana
పెద్దాపురం	పెద్దాపురం	CITY	LOCATION	Andhra Pradesh/Telangana	పెద్దాపురం is a city in Andhra Pradesh/Telangana
పెనుగంచిప్రోలు	పెనుగంచిప్రోలు	CITY	LOCATION	Andhra Pradesh/Telangana	పెనుగంచిప్రోలు is a city in Andhra Pradesh/Telangana
పెనుమాక	పెనుమాక	CITY	LOCATION	Andhra Pradesh/Telangana	పెనుమాక is a city in Andhra Pradesh/Telangana
పోడ్ గొరిసా	పోడ్ గొరిసా	CITY	LOCATION	Andhra Pradesh/Telangana	పోడ్ గొరిసా is a city in Andhra Pradesh/Telangana
పోర్టో నోవో	పోర్టో నోవో	CITY	LOCATION	Andhra Pradesh/Telangana	పోర్టో నోవో is a city in Andhra Pradesh/Telangana
పోర్ట్ అవ్ స్పెయిన్	పోర్ట్ అవ్ స్పెయిన్	CITY	LOCATION	Andhra Pradesh/Telangana	పోర్ట్ అవ్ స్పెయిన్ is a city in Andhra Pradesh/Telangana
పోర్ట్ ఆఫ్ స్పెయిన్	పోర్ట్ ఆఫ్ స్పెయిన్	CITY	LOCATION	Andhra Pradesh/Telangana	పోర్ట్ ఆఫ్ స్పెయిన్ is a city in Andhra Pradesh/Telangana
పోర్ట్ మోర్స్బీ	పోర్ట్ మోర్స్బీ	CITY	LOCATION	Andhra Pradesh/Telangana	పోర్ట్ మోర్స్బీ is a city in Andhra Pradesh/Telangana
పోర్ట్ లూయిస్	పోర్ట్ లూయిస్	CITY	LOCATION	Andhra Pradesh/Telangana	పోర్ట్ లూయిస్ is a city in Andhra Pradesh/Telangana
ప్యోంగ్ యాంగ్	ప్యోంగ్ యాంగ్	CITY	LOCATION	Andhra Pradesh/Telangana	ప్యోంగ్ యాంగ్ is a city in Andhra Pradesh/Telangana
ప్రయా	ప్రయా	CITY	LOCATION	Andhra Pradesh/Telangana	ప్రయా is a city in Andhra Pradesh/Telangana
ప్రాగ్	ప్రాగ్	CITY	LOCATION	Andhra Pradesh/Telangana	ప్రాగ్ is a city in Andhra Pradesh/Telangana
ప్రిటోరియా	ప్రిటోరియా	CITY	LOCATION	Andhra Pradesh/Telangana	ప్రిటోరియా is a city in Andhra Pradesh/Telangana
ప్రొద్దుతూరు	ప్రొద్దుతూరు	CITY	LOCATION	Andhra Pradesh/Telangana	ప్రొద్దుతూరు is a city in Andhra Pradesh/Telangana
ఫునాఫుతి	ఫునాఫుతి	CITY	LOCATION	Andhra Pradesh/Telangana	ఫునాఫుతి is a city in Andhra Pradesh/Telangana
ఫ్నోం పెన్	ఫ్నోం పెన్	CITY	LOCATION	Andhra Pradesh/Telangana	ఫ్నోం పెన్ is a city in Andhra Pradesh/Telangana
ఫ్రీటౌన్	ఫ్రీటౌన్	CITY	LOCATION	Andhra Pradesh/Telangana	ఫ్రీటౌన్ is a city in Andhra Pradesh/Telangana
బంగ్యు	బంగ్యు	CITY	LOCATION	Andhra Pradesh/Telangana	బంగ్యు is a city in Andhra Pradesh/Telangana
బంజుల్	బంజుల్	CITY	LOCATION	Andhra Pradesh/Telangana	బంజుల్ is a city in Andhra Pradesh/Telangana
బందర్ సెరి బెగావాన్	బందర్ సెరి బెగావాన్	CITY	LOCATION	Andhra Pradesh/Telangana	బందర్ సెరి బెగావాన్ is a city in Andhra Pradesh/Telangana
బమాకో	బమాకో	CITY	LOCATION	Andhra Pradesh/Telangana	బమాకో is a city in Andhra Pradesh/Telangana
బాంకాక్	బాంకాక్	CITY	LOCATION	Andhra Pradesh/Telangana	బాంకాక్ is a city in Andhra Pradesh/Telangana
బాంజుల్	బాంజుల్	CITY	LOCATION	Andhra Pradesh/Telangana	బాంజుల్ is a city in Andhra Pradesh/Telangana
బాకు	బాకు	CITY	LOCATION	Andhra Pradesh/Telangana	బాకు is a city in Andhra Pradesh/Telangana
బాగ్దాద్	బాగ్దాద్	CITY	LOCATION	Andhra Pradesh/Telangana	బాగ్దాద్ is a city in Andhra Pradesh/Telangana
బాపట్ల	బాపట్ల	CITY	LOCATION	Andhra Pradesh/Telangana	బాపట్ల is a city in Andhra Pradesh/Telangana
బాలాఘాట్	బాలాఘాట్	CITY	LOCATION	Andhra Pradesh/Telangana	బాలాఘాట్ is a city in Andhra Pradesh/Telangana
బాస్టర్	బాస్టర్	CITY	LOCATION	Andhra Pradesh/Telangana	బాస్టర్ is a city in Andhra Pradesh/Telangana
బిష్కెక్	బిష్కెక్	CITY	LOCATION	Andhra Pradesh/Telangana	బిష్కెక్ is a city in Andhra Pradesh/Telangana
బిస్సావు	బిస్సావు	CITY	LOCATION	Andhra Pradesh/Telangana	బిస్సావు is a city in Andhra Pradesh/Telangana
బీజింగ్	బీజింగ్	CITY	LOCATION	Andhra Pradesh/Telangana	బీజింగ్ is a city in Andhra Pradesh/Telangana
బుచారెస్ట్	బుచారెస్ట్	CITY	LOCATION	Andhra Pradesh/Telangana	బుచారెస్ట్ is a city in Andhra Pradesh/Telangana
బుచ్చయ్యపేట	బుచ్చయ్యపేట	CITY	LOCATION	Andhra Pradesh/Telangana	బుచ్చయ్యపేట is a city in Andhra Pradesh/Telangana
బుదపెస్ట్	బుదపెస్ట్	CITY	LOCATION	Andhra Pradesh/Telangana	బుదపెస్ట్ is a city in Andhra Pradesh/Telangana
బుయినస్ అయిర్స్	బుయినస్ అయిర్స్	CITY	LOCATION	Andhra Pradesh/Telangana	బుయినస్ అయిర్స్ is a city in Andhra Pradesh/Telangana
బెర్న్	బెర్న్	CITY	LOCATION	Andhra Pradesh/Telangana	బెర్న్ is a city in Andhra Pradesh/Telangana
